Date,Adj Close_CME,Adj Close_TMO,Adj Close_MSFT,Adj Close_FIS,Adj Close_MDT,Adj Close_LUV,Adj Close_CAG,Adj Close_OXY,Adj Close_SYK,Adj Close_HIG,Adj Close_CME_momentum,Adj Close_CME_simple_moving_average,Adj Close_CME_bollinger_bands,Adj Close_TMO_momentum,Adj Close_TMO_simple_moving_average,Adj Close_TMO_bollinger_bands,Adj Close_MSFT_momentum,Adj Close_MSFT_simple_moving_average,Adj Close_MSFT_bollinger_bands,Adj Close_FIS_momentum,Adj Close_FIS_simple_moving_average,Adj Close_FIS_bollinger_bands,Adj Close_MDT_momentum,Adj Close_MDT_simple_moving_average,Adj Close_MDT_bollinger_bands,Adj Close_LUV_momentum,Adj Close_LUV_simple_moving_average,Adj Close_LUV_bollinger_bands,Adj Close_CAG_momentum,Adj Close_CAG_simple_moving_average,Adj Close_CAG_bollinger_bands,Adj Close_OXY_momentum,Adj Close_OXY_simple_moving_average,Adj Close_OXY_bollinger_bands,Adj Close_SYK_momentum,Adj Close_SYK_simple_moving_average,Adj Close_SYK_bollinger_bands,Adj Close_HIG_momentum,Adj Close_HIG_simple_moving_average,Adj Close_HIG_bollinger_bands
2007-01-05 00:00:00-05:00,0.004688832715262992,-0.013803760096479212,-0.00570265451145735,-0.003458418907058447,0.003007770805234289,-0.01649755923355467,-0.006904404216193316,-0.006774537801639835,0.004136933474679694,-0.0169440912452391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-08 00:00:00-05:00,0.010637111578345015,-0.0017773030737910922,0.009783914161039853,0.00842826934314922,0.006371800056363064,0.018064675808627806,0.006586417070265638,-0.00264029514321118,0.004656822299070162,0.005018163964749078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-09 00:00:00-05:00,0.0057772637493034296,0.028265898541061096,0.0010019805347294408,0.007374565638537112,0.0027932086868809325,0.0019010963102366052,0.0,-0.03684115461006654,0.013906038656181785,-0.013024718912839295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-10 00:00:00-05:00,0.0285878620806721,0.02142847827350569,-0.010013106495336488,0.008296540935164298,0.006685303779325746,0.015180304645274978,-0.006180307551394537,-0.012139421962875763,0.013539554482950411,-0.0011001813731518206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-11 00:00:00-05:00,0.0059628892100545006,0.032210554388715895,0.03506416202632612,0.002419979392046079,-0.004796123911324113,0.006230491641259217,0.003658337208240603,-0.0011593182083001752,0.022727566680446953,-0.0006603797252441312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-12 00:00:00-05:00,0.031131897680075182,-0.0067748950338953895,0.016612428142330993,-0.003138358166149935,-0.004262752248293089,0.004334242992433568,-0.014212716067088405,0.03064082491234954,-0.003053665018638352,0.005508442536954927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-16 00:00:00-05:00,-0.007404655037418717,-0.007027795045284502,-0.001602207178800219,0.000484773721184828,0.014705402061554684,0.02157826607169211,0.005175481600840692,-0.018693689922286705,0.0,0.01884527266257008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-17 00:00:00-05:00,0.0215009788494005,0.016236657723224912,-0.0019254475019958583,0.005809090078273682,-0.003852655848048614,-0.040434500170706156,-0.007356002857592192,0.010098525732027408,-0.004764173341301525,-0.007205243144273177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-18 00:00:00-05:00,-0.007732078523770003,-0.0026628870779766833,-0.003215410734101587,-0.0009625731005946658,-0.002946351567887917,-0.003773367353286372,-0.002964057520782326,-0.009088598312252838,0.008719034163463535,-0.004766001671100306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-19 00:00:00-05:00,-0.00029477580580627993,0.007393629754354647,0.0035481071142915432,0.002167850979928998,-0.006833749558939228,0.0044191321289024366,-0.009290011929859787,0.026140423581123118,-0.0008469888411813953,0.004244392419283427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
